s_acctbal,s_name,n_name,p_partkey,p_mfgr,s_address,s_phone,s_comment
6537.32,Supplier#000001909,INDONESIA,124372,Manufacturer#4,CzHqcyOYFRcpGcdoUznXNcPjfTY8Ms9TMEH,19-563-689-2789,arefully above the busily final requests. 
6480.13,Supplier#000008349,VIETNAM,160800,Manufacturer#2,"TjGuZjnN,E2o73",31-539-655-7949,ses. fluffily even theodolites use. fluffily
6404.51,Supplier#000000558,INDONESIA,557,Manufacturer#3,8RJdHA999aFGP1CFNQMfhncAEF6OhBrhs3cvA,19-494-404-8664,"lar, bold theodolites use carefully slyly even pea"
6394.0,Supplier#000009238,CHINA,24233,Manufacturer#3,"y9xGybahei5P6XwWjpx8K,0ZU 6zScEQi",28-830-306-5949,lar pinto beans cajole quickly regular dugouts. furiously ironic multipliers cajole bravely. f
6390.23,Supplier#000003309,JAPAN,110797,Manufacturer#3,"tuH6m1,M9TPitAgISSKsI88",22-607-835-8562,ons. carefully bold deposits eat up the silent accounts. regular instructions cajole fu
6309.6,Supplier#000007990,INDONESIA,115478,Manufacturer#3,wtIG2j7wK gtvqRH7ZVBF3mf8,19-382-228-4053,y packages wake closely. carefully ironic ideas 
6299.11,Supplier#000007844,INDONESIA,65337,Manufacturer#1,0toQBZYFDc02V,19-876-293-2395,areful waters. final requests are behind the ironic requests. carefully busy fo
6230.73,Supplier#000007359,VIETNAM,52348,Manufacturer#1,"92F,2DfoSq",31-245-137-6681,"c, even packages cajole furiously. deposits cajole. idea"
6230.73,Supplier#000007359,VIETNAM,139819,Manufacturer#4,"92F,2DfoSq",31-245-137-6681,"c, even packages cajole furiously. deposits cajole. idea"
6191.32,Supplier#000007787,JAPAN,97786,Manufacturer#3,"Ilsi,hu9g45bGCHAEGVBH6SsXQ8,",22-225-237-5680,"ver among the final, special deposits. brave, final plat"
6183.09,Supplier#000005403,INDONESIA,27896,Manufacturer#3,DLwjpBf40j8G,19-375-600-5747,sual requests use along the furiously special
6183.09,Supplier#000005403,INDONESIA,110380,Manufacturer#2,DLwjpBf40j8G,19-375-600-5747,sual requests use along the furiously special
6183.09,Supplier#000005403,INDONESIA,172885,Manufacturer#1,DLwjpBf40j8G,19-375-600-5747,sual requests use along the furiously special
6165.45,Supplier#000009522,CHINA,164489,Manufacturer#1,nUO3K CtMhp31pkn,28-529-969-5814,ironic instructions wake across the final requests. carefully ironic deposits amo
6151.79,Supplier#000000592,INDONESIA,23085,Manufacturer#5,"zN2AJU E,1PTm,Mz9AjQHOK0EYWKa3",19-220-707-3861,lyly ironic asymptotes. quickly even requests are quickly carefully 
6130.78,Supplier#000006785,VIETNAM,44280,Manufacturer#4,GtCUbCvxF7NdR1LjGw4QLVdxOg03eosrSRgET6,31-644-455-4622,ns. furiously unusual dolphins according to the final foxes sleep bli
6123.02,Supplier#000002127,INDIA,129614,Manufacturer#3,QLpnSTvCJyGQ,18-992-731-7412,refully regular accounts wake besides the slyly silent ideas. blith
6103.18,Supplier#000006509,INDONESIA,171474,Manufacturer#3,RODuSJr8Ke JEfWvE4nbczF5o2,19-863-711-6784,ions boost sometimes carefully regular deposits. st
6096.58,Supplier#000000061,INDIA,160060,Manufacturer#1,"ds,eZBp9Ri",18-396-489-9719,the quickly bold foxes. slyly ev
6045.06,Supplier#000003606,INDIA,188569,Manufacturer#2,tn AFmreMKqgL3D1JAQMaNq4LI2GloFH,18-573-230-2668,unts. blithely final packages wake blithely. quickly express accounts cajole packages.
5961.0,Supplier#000006293,CHINA,141264,Manufacturer#5,lSoFT3wGC3gWHgEpW,28-569-527-9913, carefully regular instructions. ideas use
5947.74,Supplier#000001515,CHINA,53999,Manufacturer#3,nKRSCPig8Y6jZJ2 laFYsvB0bE8aXa,28-919-465-1784,yly special deposits hang furiously. foxes sleep quickly along the blithely ir
5926.41,Supplier#000000023,INDONESIA,147508,Manufacturer#3, zMyxL7O3O0SUAFoTrY7gVO mnM8XsH,19-559-422-5776,sual asymptotes affix quickly at the instructions. deposits 
5894.5,Supplier#000002857,VIETNAM,85332,Manufacturer#4,UrjJwSo2Nv1ohhd8,31-185-371-1494,lyly about the pending pinto beans. slyly regular packages cajole above the pending epitaph
5894.5,Supplier#000002857,VIETNAM,157826,Manufacturer#2,UrjJwSo2Nv1ohhd8,31-185-371-1494,lyly about the pending pinto beans. slyly regular packages cajole above the pending epitaph
5882.37,Supplier#000009415,JAPAN,109414,Manufacturer#5,YLthH0ZzvuzLKuNcyUfDc,22-127-774-5625,e fluffily regular pinto beans. packages among the bold requests wake slyly at t
5877.31,Supplier#000001448,VIETNAM,8947,Manufacturer#4,YwFFvsSR2YjnqmUfPtAHCF1U,31-269-267-6837,y express instructions. orbits sleep blithely. furiously ironic requests boost furiously regular pac
5858.49,Supplier#000004372,VIETNAM,94371,Manufacturer#1,mPdpKEuJW6dKLFJFuY vGG0dzJPfJI9YwYb1vop7,31-425-890-5322,ironic deposits. requests c
5843.53,Supplier#000001289,INDIA,66276,Manufacturer#1,v yFvadusssSh0U,18-840-902-3456,"nto beans wake daringly. sly, pending accounts cajole evenly across the blithely bold in"
5783.61,Supplier#000000676,INDONESIA,35669,Manufacturer#4,78kiNKgxzCNSNOw5NpP156LuD6udDzL2rEk,19-833-604-9178, quickly carefully express ideas. fluffily ironic d
5736.46,Supplier#000005379,VIETNAM,80362,Manufacturer#2,"S5TJg9kdc6vnBXKgLy,i1 K,HWusz",31-286-144-6185,the bold accounts. special deposits cajole carefully quickly expres
5705.25,Supplier#000001137,CHINA,38633,Manufacturer#3,"cQcLOvcAURxhOmbIb,NgbXsJYEJ1NM7S0 88",28-418-800-2417,osits are above the theodolit
5705.25,Supplier#000001137,CHINA,136110,Manufacturer#1,"cQcLOvcAURxhOmbIb,NgbXsJYEJ1NM7S0 88",28-418-800-2417,osits are above the theodolit
5685.44,Supplier#000003222,JAPAN,43221,Manufacturer#1,"fN75Zw0r,N7XxdI1KMbX5GOMTyySTv9ge1fjaM5a",22-574-453-1097,haggle quickly final pinto beans. blithely regular accounts 
5685.44,Supplier#000003222,JAPAN,198183,Manufacturer#5,"fN75Zw0r,N7XxdI1KMbX5GOMTyySTv9ge1fjaM5a",22-574-453-1097,haggle quickly final pinto beans. blithely regular accounts 
5655.62,Supplier#000005530,INDONESIA,160497,Manufacturer#1,ZLYoKkea45ALPo7Ij1783vtDGEE7neLJaqp,19-903-770-1219, ironic deposits. quickly pending dolphins across the ironic Tiresias sleep s
5642.65,Supplier#000004141,INDONESIA,84140,Manufacturer#4,R74313TCKbeS,19-982-421-3473,y express theodolites sleep after the silent deposits. carefully regular requ
5601.65,Supplier#000009063,INDONESIA,179062,Manufacturer#5,qIYpGUvwsK4joqCBjUy0A,19-227-328-4842,"ep after the slyly even requests. pinto beans about the regular, special r"
5585.49,Supplier#000009832,VIETNAM,32322,Manufacturer#2,"CeJmECT,5eGBGb9mXVCq1HYCEjj",31-247-775-2786,yly around the ironic accounts. expres
5580.86,Supplier#000009556,INDIA,132016,Manufacturer#5,"edrhEwKK,up,AiRCIGRcsVohHUErAasdm1HGhBKl",18-505-494-6786, instructions are blithely about the slyly final packages. ideas
5559.4,Supplier#000007875,VIETNAM,27874,Manufacturer#2,"n,oGCq2DKOjCj",31-165-274-3168,after the blithely silent courts. final asymptotes haggle bravely. furiously pend
5532.41,Supplier#000006426,INDIA,98898,Manufacturer#5,ythTEDxzMTa7nDtTfpdiNzqxWApH54ffOeOflCMO,18-465-419-6121,furiously pending foxes? c
5466.86,Supplier#000005676,VIETNAM,60663,Manufacturer#4,kiDhj2IzFV w86ZDgz ,31-411-864-6979, the blithely final instructions use quickly silent theodolites. un
5437.31,Supplier#000003054,INDIA,63053,Manufacturer#3,ZSdKqXPC AE,18-791-898-4292,n packages doubt. regular instructions cajole. slyly fluffy theodolit
5369.32,Supplier#000006175,VIETNAM,103664,Manufacturer#2,"e5ld1kAfrj2fgpnx9uRDVcmCTOarS IyM,m",31-368-793-6278,"the ironic, express requests lose furious"
5354.84,Supplier#000002037,JAPAN,104506,Manufacturer#1,"yTXUGN2zz,auO7guTRtMMOD",22-779-411-3215,s. pinto beans among the fluffily even requests cajole slowly fu
5352.15,Supplier#000007327,JAPAN,139787,Manufacturer#4,y1kjpDWuKus4Yz7TCqVNAbvAagSpvV3601dQr,22-154-891-1374, slyly. furiously final requests w
5317.64,Supplier#000009111,CHINA,146596,Manufacturer#1,m8y6FNvZHpcTcgNI1WAX2g0LaAmPh4knlbzFgwn,28-967-390-2289,ly carefully ironic asymptotes. express excuses are furiously slyly ruthless packages.
5302.54,Supplier#000007608,INDONESIA,175090,Manufacturer#5,n6s37Njc8oh xofefYmMOaEG3Dui8VDhFHmf,19-754-784-9957,"aphs wake. idle, final pinto beans cajole. blithely unusual instructi"
5283.98,Supplier#000000479,CHINA,10478,Manufacturer#3,"zNfG5Zgz,vqbZ5FwNDb6v1D4qoEuFPF95m,RUJ",28-851-500-5156,usual accounts might haggle fluffily along the slyly regular
5282.68,Supplier#000007827,JAPAN,50311,Manufacturer#5,v5xh9VyC7n5w2yh1ARZ1GINJwmVT7,22-847-639-9409,"s are. pending, regular instructions cajole. carefully ironic packages sublate regularl"
5271.46,Supplier#000001716,VIETNAM,69209,Manufacturer#2,GZjaCRxN45CU,31-280-113-9095,ms cajole furiously even deposits. quickly pending pinto beans cajole blithely unus
5185.33,Supplier#000005218,CHINA,72710,Manufacturer#1,"gM2Y0Iyjyu4m,U2IYXEaiaL8f1ssv34l3ARI",28-727-621-9068,ironic platelets among the slyly unusual accounts affix about the even accounts. ca
5178.43,Supplier#000003494,JAPAN,50988,Manufacturer#5,F91Xdvkhic,22-131-263-8086, along the slyly unusual ideas. furiously even account
5150.03,Supplier#000004724,CHINA,149695,Manufacturer#2,GFHikQGVfVOydXE8lJ83jJIZCVksp6uoR,28-181-636-3740,ironic pinto beans. blithely unusual dolphins wake. quickly express packages play ironic foxes. care
5108.27,Supplier#000001895,VIETNAM,121894,Manufacturer#5,GtvqkoPGXTM2bn8,31-952-984-5164,"final packages. final requests are around the silent, even ideas. thin, bold instructions haggle qui"
5050.43,Supplier#000001741,JAPAN,29238,Manufacturer#1,PrH8fKjXcPK6 MNO8B0RcWjvmsVsETA6VCd,22-642-922-2439,furiously special pinto beans caj
5031.87,Supplier#000004023,VIETNAM,134022,Manufacturer#5,"z5ySTjyyo,CIul51GtPbRGbsZkQF0rBenLcDV",31-163-966-8630, bold pinto beans according to the furiously final requests are
5026.2,Supplier#000003682,INDONESIA,138655,Manufacturer#5,8HwvNMjC1MsdUUutOTuQ,19-219-861-5752,blithely slyly express deposits. packages x-ray slyly. slyly even requests wake. car
5023.52,Supplier#000001483,INDIA,161482,Manufacturer#2,cYXduCrG2yB wrIFnI6j61yP6Es,18-701-650-4334,ests sleep pending accounts. express theodolites nag furiously. carefully
4965.26,Supplier#000002520,VIETNAM,57509,Manufacturer#1,WtVV6t2agpu1bX,31-826-707-8432,"arefully special, ironic ideas: s"
4941.78,Supplier#000003773,VIETNAM,18770,Manufacturer#3,74H8CzqHGqo,31-827-904-7926,ickly unusual deposits. foxes cajole q
4931.12,Supplier#000004889,VIETNAM,197331,Manufacturer#3,"i58q,n,B0B,Z9,EQGZm8L,ECa2H 5P5HDAz3ugw",31-809-381-8399,"eep alongside of the final multipliers. dependencies at the express, unusual accounts wake furio"
4911.27,Supplier#000001976,CHINA,154430,Manufacturer#2,"GPDmE2txVSfJiCExVHAd,bWQC8v9a2BQe",28-244-422-3128,ven packages. requests nag furiously. slyly regular instructions 
4901.58,Supplier#000007283,CHINA,164766,Manufacturer#2,"B8mx9,9IWjAGrf dfkJ",28-567-310-8067,"ic, express deposits wake slyly among the ev"
4898.12,Supplier#000006582,JAPAN,174064,Manufacturer#1,"dg,p4hiVM4aTi1fdHr",22-269-943-1304,luffily regular ideas wake furiously alongside of the regular courts
4885.38,Supplier#000005007,JAPAN,27500,Manufacturer#3,"vV4Dgj8tycBiLfHfnBitewwo,S",22-587-787-1054,"s breach carefully. special requests may cajole carefully. final,"
4885.04,Supplier#000008044,JAPAN,55538,Manufacturer#4,y51FJs3l3sCC,22-952-525-1962,lar deposits nag slyly among the quickly even multipliers. carefully pending deposits sleep across t
4856.74,Supplier#000002655,VIETNAM,127630,Manufacturer#5,JUwSNHapxg0e8oMBaomS,31-276-987-1638, ideas. slyly ironic requests cajole furiously furiously even foxe
4856.74,Supplier#000002655,VIETNAM,160138,Manufacturer#4,JUwSNHapxg0e8oMBaomS,31-276-987-1638, ideas. slyly ironic requests cajole furiously furiously even foxe
4724.43,Supplier#000008580,VIETNAM,148579,Manufacturer#2,"zV IT,PeU8DuX IcWh61 eedo",31-557-162-9191,about the slyly pending pinto beans! fin
4676.51,Supplier#000005621,INDONESIA,105620,Manufacturer#4,"EIKMXGBXDGK,g3etHh WbMPyOL",19-496-702-1610, despite the dependencies. pend
4663.08,Supplier#000000255,CHINA,5254,Manufacturer#4,BuZU3uom6JScQv5Na4cFlFJq6YYIjlcdGc,28-629-327-4139,into beans across the regular instructions use about the furiously even packages-- forges boost a
4648.72,Supplier#000001799,INDIA,184244,Manufacturer#1,"l,KGdS,v7sw1ZzQoDYPTxJU",18-642-860-9158,"ly. carefully ironic excuses use among the ironic, final"
4614.07,Supplier#000002995,VIETNAM,162994,Manufacturer#3,a4K4oNiKz34jKou51VHN,31-224-848-8404,furiously express accounts. finally final deposits wake about the court
4614.07,Supplier#000002995,VIETNAM,182994,Manufacturer#4,a4K4oNiKz34jKou51VHN,31-224-848-8404,furiously express accounts. finally final deposits wake about the court
4613.41,Supplier#000003730,INDONESIA,156184,Manufacturer#5,pav85LQxKSV5Jvy,19-147-682-6287,uffily bold packages. fur
4599.04,Supplier#000003244,INDIA,128219,Manufacturer#4,mSXq5Q0HAD Me91AFW6vGtIulhObQO,18-830-871-9838, carefully pending asymptotes boost furiously regular packages. qu
4598.73,Supplier#000005829,CHINA,53323,Manufacturer#2,beaRGY7jRrCwgogn3 ni0RL,28-136-182-2731,se slyly furiously regular deposits. carefully ironic foxes at the sl
4562.13,Supplier#000006270,INDIA,63763,Manufacturer#5,"hhMkmaQImDTCztAiO,QPoDQ5gXq07I7vz,aP",18-622-127-8119,ets are. quickly special dependencies against the final deposits use slyly after the caref
4533.75,Supplier#000001221,CHINA,128708,Manufacturer#4,b31Kg2wDXFl5QKo 0btTLx2RPZOLhrKmwEln0Q,28-332-756-9313," the foxes. regular, ironic requests use carefully regular excuses; blithe"
4533.75,Supplier#000001221,CHINA,196182,Manufacturer#2,b31Kg2wDXFl5QKo 0btTLx2RPZOLhrKmwEln0Q,28-332-756-9313," the foxes. regular, ironic requests use carefully regular excuses; blithe"
4477.17,Supplier#000003047,INDIA,20544,Manufacturer#1,"mx2INr04MhdqdjGL tB1Q,vwr2OQNOuXId",18-526-898-1547,"bold deposits detect blithely about the regular, final gifts! regular dependenc"
4477.17,Supplier#000003047,INDIA,40542,Manufacturer#2,"mx2INr04MhdqdjGL tB1Q,vwr2OQNOuXId",18-526-898-1547,"bold deposits detect blithely about the regular, final gifts! regular dependenc"
4464.67,Supplier#000005900,INDONESIA,115899,Manufacturer#1,QuXyjpo4UYdczIlMpsPHP,19-170-943-2800, regularly ironic deposits affix quickly final ide
4446.31,Supplier#000004486,VIETNAM,166937,Manufacturer#5,YB9dWXpomVhj5zbmL85F2WiZFHAfrdmxNq,31-620-794-8415, accounts. regular packages across the dependencies wake carefully alongside of 
4441.07,Supplier#000007942,CHINA,190384,Manufacturer#1,xKpNRPRg6JgLGPJ7,28-874-122-3833,kages solve slyly furiously bold deposits. blithely bold packages after the blithel
4390.89,Supplier#000006015,CHINA,53509,Manufacturer#1,"Lnr VqRWfP2heJ4dMs 6It,Zd7MhcpXoTdCk8wjJ",28-913-465-6684,carefully regular accounts are b
4381.41,Supplier#000000035,VIETNAM,162486,Manufacturer#5,"btEEk4uH55bVcxqqo355 x0WMmrK6,bOU",31-720-790-5245,lyly above the furiously ironic attainments. pending dugouts was quic
4324.87,Supplier#000009715,VIETNAM,12211,Manufacturer#3,XxgA5ky2oW0H22B12NfybuNru9pizjBN8OnZ9v9,31-490-601-7438,lar requests detect; slyly even packages h
4294.13,Supplier#000006248,INDONESIA,101227,Manufacturer#4,nLVL0AEMlJCivxo,19-968-511-5539,lar packages. foxes cajole. quickly bold accounts are. bold packages detect even requests. quickly r
4181.07,Supplier#000006026,INDIA,11023,Manufacturer#4,lhDvo3kv8qslanG155rfzHFig3,18-852-661-1445,symptotes. slyly unusual theodolites x-ray alongside of the even accounts. ca
4143.16,Supplier#000006260,INDONESIA,8759,Manufacturer#5,R1JbBfqC f,19-290-560-1548,theodolites are furiously along the even pinto beans. blithely bold excu
4030.21,Supplier#000004697,VIETNAM,187142,Manufacturer#4,nVjdTlx4DKwOdW3R,31-860-407-7060,es. silent deposits sleep slyly.
3963.37,Supplier#000004110,INDONESIA,9109,Manufacturer#2,"fN9gaupEUnC9yBz7Icisi3r6KUfZE,D73qCxIaE",19-100-479-8965,"ng the pending theodolites. express, pending requests cajole final "
3954.93,Supplier#000000731,VIETNAM,730,Manufacturer#4,Ouq oNogB26Wtpcp1c1PYR2XzUmJiIYN,31-306-298-2911,slyly furiously even deposits. finally bold the
3938.52,Supplier#000006402,VIETNAM,53896,Manufacturer#1,lwHxi7kwJeuo1Dm0w33DaN9cVunk,31-149-118-4122,ts use around the furiously regular
3759.81,Supplier#000008495,VIETNAM,80970,Manufacturer#1,akqgAQtBJTGY Slnn2,31-229-537-8994,"luffily regular ideas. regular, special tithes integrate carefully silen"
3751.26,Supplier#000003555,VIETNAM,88538,Manufacturer#2,FuZBxRKCx2pm7dbem95xpVFpe5s,31-313-659-5450,bove the furiously unusual packages. fluffily final platelets a
3713.21,Supplier#000004735,INDIA,9734,Manufacturer#1,iHHFvXGxZ5PAp0C1e,18-889-669-5620,he carefully thin accounts haggle 
3689.14,Supplier#000000870,VIETNAM,105849,Manufacturer#4,biK9IEBgwogbk,31-675-338-9417,pecial pinto beans. fluffily silent platelets use blithely blithely pending foxes. silen
3671.34,Supplier#000000099,CHINA,60098,Manufacturer#3,"X8uG7kkYSD2 y7,1eD5lSj",28-272-909-1617, deposits sleep. quickly sp
3671.34,Supplier#000000099,CHINA,190098,Manufacturer#3,"X8uG7kkYSD2 y7,1eD5lSj",28-272-909-1617, deposits sleep. quickly sp
3670.3,Supplier#000003284,JAPAN,68271,Manufacturer#1,"OSrJXZMtp6VtIr9HY81cM92p,V k",22-125-894-4783,"unts are across the even, final deposits. car"
3636.98,Supplier#000008601,CHINA,91073,Manufacturer#1,8AYudQRyYYJq,28-110-804-3016,iously even packages wake above the enticingly express ideas. carefully even idea
3513.89,Supplier#000000308,INDIA,10307,Manufacturer#2,"F52T zCuHRy8AsqiiBr7d4bzw0T,JPcPc8yl1u",18-360-691-8400, quickly alongside of the fluffily even accounts. regular dependencies 
3513.89,Supplier#000000308,INDIA,182753,Manufacturer#5,"F52T zCuHRy8AsqiiBr7d4bzw0T,JPcPc8yl1u",18-360-691-8400, quickly alongside of the fluffily even accounts. regular dependencies 
3495.88,Supplier#000007287,INDONESIA,59771,Manufacturer#5,"yoWb2wgEna5sJj72Pf8dtnGLLI tc,4CjF",19-579-738-3799,"sits cajole about the final, express tithes. furious accounts after the close requests dete"
3465.2,Supplier#000000901,INDIA,65888,Manufacturer#4,O5dXTU8Kha79aNS13y5lS,18-664-532-4405,integrate carefully. slyly quick packages across the fluffily regular ideas
3464.35,Supplier#000003876,CHINA,33875,Manufacturer#2,"bvpCttZ9mlMwNlIT0X3Q,ub5t3JRaWef",28-339-544-9583,doubt bravely against the carefully 
3456.36,Supplier#000000548,JAPAN,5547,Manufacturer#4,"Qy9Ia ArAmh,AK,8",22-790-987-6339,"s. silent, regular theodolites haggle across the blithely regular decoys. foxes"
3394.35,Supplier#000009662,INDONESIA,197142,Manufacturer#4,1fMvbcCuV3Eb7YMuy3ECC5iwe,19-926-402-3468,ets shall have to nag furiously quickly even foxes. slyly regular deposits detect slyly? depo
3337.36,Supplier#000003363,INDIA,83362,Manufacturer#1,"o4HPS9INwIaSKzZsz,It2bP",18-760-689-9212, against the carefully final notornis eat carefully ab
3314.12,Supplier#000009941,CHINA,194902,Manufacturer#1,EyV3bGjv2MPADG4,28-251-197-4432,packages. carefully regular requests cajole pinto beans. regular ideas are thinly pending pin
3259.19,Supplier#000008543,VIETNAM,41030,Manufacturer#5,4twPxPaMRzzFhF39oZ4jCaRo,31-433-501-4783,ous requests wake blithely furiously unusual 
3191.7,Supplier#000000100,VIETNAM,180099,Manufacturer#4,AiFdrGISsw5YYFY FPOusmobWMf,31-351-324-5062,"refully final, regular accounts. permanently ironic platelets wake blithely along the f"
3165.34,Supplier#000006327,INDONESIA,43822,Manufacturer#2,"3nu3y,tUpZJeQ",19-314-243-5572,quickly special packages at the carefully regular ideas use furiou
3123.86,Supplier#000001414,INDIA,78906,Manufacturer#2,"FcjgwMGxxob3Ikc,ms2hmtoAoRJ2V0MDrzawMJJ",18-900-205-6049,platelets against the ironic instructions nag fluffily regular packages. eve
3120.6,Supplier#000001610,CHINA,54094,Manufacturer#4,tKURr8AvQJYSfTxZXMg,28-416-322-9988, players wake furiously; blithely unusual accounts sleep. bold instructions a
3064.3,Supplier#000002297,JAPAN,102296,Manufacturer#1,q uR6UQFlcmDLAeEaQ5uJiZcd,22-191-279-4345,eposits are carefully furiously even deposits. carefully special ac
2980.07,Supplier#000000102,INDIA,60101,Manufacturer#2,CnEz1Y5S4Te9Zv4,18-884-693-5785,the regular excuses cajole carefully even instructions. unusual instruction
2944.23,Supplier#000000045,INDONESIA,160044,Manufacturer#3,"gOgDzRS3kyjc,429pTJGd jr Es9KZ",19-189-635-8862,"ndencies detect quickly unusual foxes. special, "
2928.64,Supplier#000009839,CHINA,9838,Manufacturer#1,CtHdPTnlnT4F,28-153-513-1311,"quests. ironic, bold deposits sleep busily furiously regular requests. final packages "
2848.35,Supplier#000005168,INDONESIA,110145,Manufacturer#4,"BP,8lxidLIiUXMei4CJvnnol9u",19-374-543-3498,o beans shall cajole slyly carefully even accounts. quickly final pinto beans doze against the fin
2777.91,Supplier#000007525,INDIA,135011,Manufacturer#3,rqWOc26qSoyIDAZ8XeBdMPftOrpGB5,18-100-531-8345,"f the ironic packages cajole carefully against the silent, even dependen"
2758.18,Supplier#000007248,CHINA,132221,Manufacturer#4,zAp4N3Mkrxqft,28-874-436-5507," wake furiously among the pending packages. unusual, final requests a"
2717.58,Supplier#000002649,VIETNAM,57638,Manufacturer#2,RKnaISIoyZP6Q8,31-891-427-6188, integrate quickly regular forges. regular gifts wa
2707.16,Supplier#000008679,VIETNAM,196159,Manufacturer#2,i4l5C9zovDSBSC,31-579-345-1014,its. frets haggle. carefully final pinto beans na
2656.49,Supplier#000007400,VIETNAM,17399,Manufacturer#1,U Rs1ISh00KdYk9M4ynutxkQ,31-132-846-7821,l asymptotes. carefully regular warhorses cajole. blithely regular packages 
2644.29,Supplier#000005227,JAPAN,80210,Manufacturer#2,BtX6O0f1L HndkZYBb3IUXAtuyuspIRfn,22-424-805-3724,r requests cajole slyly. quickly even accounts integrate quickly aga
2607.24,Supplier#000001898,INDONESIA,74376,Manufacturer#5,H1r4PDPplQ6AeL7StM4avJqqGYCBwBbj,19-979-402-5149, regular gifts across the quickly final warhorses use quickly above the q
2604.56,Supplier#000006391,JAPAN,161358,Manufacturer#2,Gi47hC06Tm,22-173-912-2217,sly. blithely regular pinto beans cajole careful
2556.42,Supplier#000009021,JAPAN,11517,Manufacturer#1,ZOiSUOohICy,22-277-653-5354,"le carefully across the express, final platele"
2556.42,Supplier#000009021,JAPAN,51505,Manufacturer#2,ZOiSUOohICy,22-277-653-5354,"le carefully across the express, final platele"
2531.14,Supplier#000005211,INDONESIA,147668,Manufacturer#4,"MlJBU2InjDdZQQRrTzLQ3HUuzDgv,7M87FMKxgTE",19-722-866-5081,mise across the quickly regular 
2528.66,Supplier#000002999,INDONESIA,57988,Manufacturer#1,l Vb lkt1QT6,19-105-965-8570,blithely ironic accounts! regularly 
2523.28,Supplier#000006475,INDIA,163958,Manufacturer#2,Hiz4iT51gE3,18-450-232-8764,ven instructions. unusual dolphins above the foxes haggle quickly after the blithely ironic excus
2384.98,Supplier#000002695,INDIA,95167,Manufacturer#4,JFNtTbdP noSM95ca56bo,18-490-712-8829,s sleep carefully? blithely bold packages e
2372.03,Supplier#000007644,INDIA,30134,Manufacturer#4,"ECzkNeC0mPVTXV,Nd8ci5J",18-910-115-7443,"n pains. fluffily ironic theodolites about the carefully regular packages sleep regular, express"
2354.23,Supplier#000006022,CHINA,48509,Manufacturer#2,g6Pc kxo5xninFcj,28-483-926-6834,"nag. quickly ironic dependencies sleep furiously. even, iron"
2317.52,Supplier#000000668,INDIA,45659,Manufacturer#3,GfB6q3uwAVlxRMfaNF H,18-876-287-5756,final ideas. stealthily even accounts cajole furiously! blith
2311.11,Supplier#000002091,INDONESIA,157060,Manufacturer#2,",g3Yucj  NnvJTwNnLTgqMSBDt",19-648-583-6246, blithely special dolphins haggl
2305.17,Supplier#000007288,JAPAN,192249,Manufacturer#2,9pbagDGSQw3s Myuy4o7J6Vf2EuVzvKx,22-540-960-5607,ccounts use slyly carefully regular instructions. slyly ironic foxes
2283.85,Supplier#000001065,INDONESIA,8564,Manufacturer#4,"04Az,pu,po",19-665-446-9549,ructions after the slyly final accounts affix accor
2283.43,Supplier#000001082,INDONESIA,16079,Manufacturer#1,"zqsSmyf27Vf 0ud5ZIB3sq9NHXa,5AFuig7NUN 6",19-217-624-4050, haggle above the blithely final theodolites. blithely silent instructions boost a
2274.53,Supplier#000003996,VIETNAM,143995,Manufacturer#5,SuS7raQ9WJnQCi,31-259-816-1258, unusual accounts. furiously express theodolites about the blithely even dependen
2203.18,Supplier#000001539,JAPAN,51538,Manufacturer#5,"zQzBCTe6d,OlJv",22-641-865-1602,heodolites cajole quietly alongside of the slyly pending packages. qu
2203.18,Supplier#000001539,JAPAN,116516,Manufacturer#4,"zQzBCTe6d,OlJv",22-641-865-1602,heodolites cajole quietly alongside of the slyly pending packages. qu
2202.16,Supplier#000003707,VIETNAM,43706,Manufacturer#1,nrt0pDGZK7hANQ8ODqR,31-834-669-3387,nts use blithely slyly regular packages. theodolites cajole furiously against t
2178.02,Supplier#000001429,VIETNAM,18927,Manufacturer#4,"XB4Qjf,ddm0IrkEMK7S",31-457-951-3566,oost about the furiously unusual foxes. regul
2164.4,Supplier#000004670,INDIA,24669,Manufacturer#4,MDfmJgZt jU37Wd,18-302-357-9648,"fter the regular, regular requests mold carefully with the carefully silent"
2140.5,Supplier#000001001,INDONESIA,85984,Manufacturer#3,"Yr VPKsFR0pXv5jpLH79X7oV4XFelZsNK,T,",19-393-671-5272,"xpress asymptotes are even, ironic accounts. furiously unusual accounts eat slyly asymptotes"
2140.5,Supplier#000001001,INDONESIA,155970,Manufacturer#4,"Yr VPKsFR0pXv5jpLH79X7oV4XFelZsNK,T,",19-393-671-5272,"xpress asymptotes are even, ironic accounts. furiously unusual accounts eat slyly asymptotes"
2036.02,Supplier#000002129,INDIA,149614,Manufacturer#5,"Q3vuR33DJ,TeXmIbM",18-204-903-3964,yly express ideas. final pinto beans nag quickly pending dolphins. quickly unusual pinto beans nod.
2028.2,Supplier#000008910,VIETNAM,133883,Manufacturer#2,Dd9JfWBrQuxid,31-156-686-8260,the fluffily final excuses. fluffil
2024.52,Supplier#000008455,CHINA,138454,Manufacturer#5,1spY5QmczZDT02c3Em,28-228-864-3061,e blithely final packages boost after the quickly ironi
1962.57,Supplier#000009509,VIETNAM,144480,Manufacturer#3,oUsR4TqxuSXpqqLTZicDTU0dQ,31-755-704-8601,od slyly quickly special ideas. blithely special packag
