l_orderkey,revenue,o_orderdate,o_shippriority
1757794,153439.6904,1995-02-02,0
1648036,153425.8944,1995-03-02,0
3282976,153421.5656,1994-12-03,0
501313,153355.1033,1995-02-25,0
1783430,153340.2482,1995-01-07,0
3280711,153328.9165,1995-01-15,0
842340,153309.4095,1995-02-06,0
2858881,153301.4598,1994-12-21,0
1942689,153299.8388,1995-01-22,0
1532356,153276.9794,1994-12-11,0
5406626,153246.2893,1995-02-10,0
4498692,153229.7501,1995-02-04,0
4728098,153226.6095,1995-02-14,0
5690434,153210.5866,1995-02-10,0
4091463,153201.379,1995-01-13,0
761703,153194.018,1994-12-19,0
2618658,153142.2513,1995-01-16,0
3515748,153134.9477,1995-02-23,0
5176675,153122.0227,1995-01-12,0
1102082,153104.3597,1995-01-29,0
552549,153065.3802,1995-02-28,0
5159878,153040.0861,1994-12-11,0
5529414,153013.3276,1995-01-06,0
4154407,152990.9866,1995-02-13,0
4262182,152917.1384,1995-02-22,0
2205158,152881.2615,1995-01-10,0
1997606,152841.2577,1995-02-04,0
2105415,152819.6742,1995-01-19,0
4799143,152782.6467,1994-12-17,0
3634916,152765.337,1995-01-17,0
3981793,152712.9456,1995-01-10,0
1763748,152702.0921,1994-12-22,0
325731,152672.3762,1995-01-16,0
1371365,152665.0668,1995-01-06,0
5945958,152648.8116,1995-02-21,0
4138340,152645.9555,1995-02-03,0
4026823,152633.1865,1995-02-25,0
1802305,152569.4023,1995-02-24,0
1791750,152555.3367,1995-03-03,0
964193,152549.275,1995-02-21,0
4706019,152543.239,1995-02-07,0
3085283,152516.0985,1994-12-31,0
2098849,152458.9717,1995-02-27,0
1124193,152444.4759,1995-01-21,0
4261539,152409.3342,1994-12-06,0
5122468,152347.2264,1995-02-04,0
1246784,152280.7005,1994-12-07,0
3754919,152268.247,1995-02-21,0
4705600,152244.9267,1995-01-11,0
3334916,152215.1744,1995-01-11,0
2219077,152197.5207,1995-02-07,0
5074630,152136.8629,1994-12-14,0
5911588,152113.7972,1995-03-03,0
3273344,152107.1224,1995-01-06,0
1426563,152106.2961,1995-01-31,0
1762311,152100.1822,1995-02-27,0
728161,152021.5344,1994-12-09,0
5595906,152016.9599,1995-02-06,0
3595203,152015.7269,1995-01-04,0
3680289,152014.7286,1994-12-31,0
3624135,151950.624,1995-02-26,0
2193478,151947.8549,1995-01-13,0
5047589,151857.4203,1995-02-27,0
4974850,151737.4668,1995-03-02,0
3869477,151684.2788,1995-02-27,0
3818945,151675.3546,1994-12-11,0
3386755,151652.327,1995-02-02,0
4855488,151596.497,1995-01-09,0
1379142,151596.2698,1995-02-25,0
4681444,151564.162,1994-12-07,0
3925953,151522.4305,1995-02-13,0
5056385,151522.2156,1995-02-10,0
2732006,151507.4561,1995-01-23,0
921509,151503.2262,1995-02-02,0
769638,151439.6003,1995-02-09,0
865735,151437.4296,1995-01-13,0
4584903,151420.1802,1995-02-14,0
3086438,151317.679,1994-12-26,0
5573158,151261.1434,1995-02-23,0
1033474,151255.82,1995-01-30,0
944645,151246.3224,1995-02-24,0
4171970,151222.7522,1995-01-27,0
360935,151172.367,1994-12-04,0
450083,151165.4666,1995-02-23,0
5615362,151161.6279,1995-02-27,0
2056870,151145.645,1994-12-27,0
4225223,151144.1673,1995-01-27,0
3013893,151140.422,1995-03-01,0
121863,151113.3488,1995-01-22,0
5990883,150953.5427,1995-02-14,0
5084807,150949.8936,1995-02-28,0
1057799,150895.9953,1995-02-07,0
3600647,150895.4408,1995-01-22,0
1466274,150793.1613,1995-02-21,0
1947488,150785.6246,1995-03-01,0
2851524,150730.7178,1995-01-04,0
3798720,150702.468,1995-01-09,0
5812994,150668.974,1995-01-28,0
2811012,150612.5064,1995-01-31,0
1913314,150603.3684,1995-01-27,0
4672805,150590.6692,1995-02-12,0
4688773,150590.1582,1995-02-11,0
5721927,150588.3774,1995-03-01,0
3500545,150578.7448,1995-03-02,0
1309760,150539.3429,1995-01-28,0
5503591,150538.3262,1995-01-27,0
3345414,150506.7198,1995-02-12,0
1308326,150440.3219,1995-02-25,0
3018338,150432.5818,1995-02-02,0
2343297,150390.615,1994-12-26,0
2697638,150378.497,1995-02-12,0
4996549,150321.2436,1995-01-15,0
1408231,150308.4864,1995-02-24,0
4216132,150284.0509,1995-01-02,0
818275,150281.1444,1995-01-01,0
867264,150259.6436,1995-01-16,0
5445126,150228.4653,1995-02-15,0
5411334,150167.1779,1995-01-27,0
3680225,150129.9783,1995-01-19,0
4954308,150096.4254,1995-02-19,0
340870,150067.3086,1995-03-03,0
11138,150049.5919,1995-02-27,0
3462914,150032.0404,1994-12-14,0
5420389,150022.2803,1995-01-26,0
4911750,149955.3373,1994-12-31,0
3292320,149931.77,1995-01-28,0
3041475,149879.0677,1995-02-11,0
5416679,149729.0854,1995-01-15,0
5681191,149683.1746,1995-02-02,0
130982,149627.1954,1995-03-01,0
663010,149618.116,1995-02-05,0
4641959,149595.8698,1995-01-28,0
445575,149482.2211,1995-01-15,0
3410438,149460.6696,1995-02-10,0
4700164,149369.0968,1995-01-19,0
3699619,149344.5763,1995-02-14,0
3835394,149320.2071,1994-12-30,0
2992069,149282.5328,1994-12-18,0
3987873,149242.056,1995-02-27,0
3736388,149236.441,1995-02-21,0
4302144,149214.2998,1995-02-19,0
441536,149179.1495,1995-02-19,0
5849216,149078.6112,1994-11-29,0
4205957,149059.0212,1995-01-18,0
4933829,149052.756,1995-02-04,0
4930757,148990.5678,1995-02-20,0
4403527,148957.5204,1995-02-13,0
1004612,148903.9206,1995-01-18,0
5772418,148871.202,1995-02-26,0
5588356,148861.6794,1995-01-19,0
3453506,148835.9563,1995-02-13,0
1807424,148831.8902,1995-02-21,0
2822688,148812.6994,1995-02-15,0
2231942,148796.4766,1995-01-14,0
1025184,148787.8796,1994-12-31,0
5898946,148775.6856,1995-01-21,0
1855298,148715.8737,1994-12-30,0
4627043,148710.2754,1994-12-30,0
5647138,148707.2631,1995-02-19,0
196642,148555.403,1995-02-27,0
1615747,148529.0656,1995-02-09,0
2452640,148524.7692,1995-01-21,0
4187173,148479.0552,1995-01-28,0
5569157,148468.0968,1995-02-23,0
3950529,148464.6966,1995-02-20,0
1151303,148445.043,1995-02-04,0
3801509,148397.1944,1995-02-18,0
1919876,148396.5126,1995-01-20,0
848390,148386.9263,1995-02-28,0
1219520,148384.2719,1995-02-06,0
1063906,148370.709,1994-12-27,0
837923,148347.104,1995-02-11,0
4081156,148345.98,1995-02-12,0
1310819,148283.0986,1994-12-14,0
4880710,148260.314,1995-02-11,0
4432674,148217.9068,1994-12-27,0
207585,148214.0486,1995-02-20,0
1716835,148141.4408,1995-01-28,0
2001539,148121.4701,1995-02-26,0
5033890,148113.882,1995-01-12,0
382405,148081.2918,1995-01-06,0
3600100,148066.266,1994-12-20,0
2978052,148021.151,1995-01-16,0
3727041,148015.2312,1995-01-25,0
4968064,147996.8886,1994-12-05,0
2374566,147988.3096,1995-03-02,0
2942629,147956.286,1995-02-08,0
556099,147879.787,1995-01-31,0
78692,147837.8186,1995-03-01,0
5066723,147815.3269,1995-01-18,0
2389511,147780.0722,1995-02-16,0
4083875,147722.742,1995-02-17,0
3527905,147714.7437,1994-12-29,0
3815842,147695.8937,1995-02-12,0
1558566,147690.3256,1995-02-23,0
83173,147670.6238,1995-03-02,0
494145,147624.6819,1994-12-30,0
4914244,147597.966,1995-02-22,0
4956228,147584.314,1995-01-16,0
1479399,147554.6374,1995-01-27,0
5573798,147544.5488,1995-02-18,0
850855,147471.6552,1995-01-27,0
4931367,147455.995,1995-01-13,0
930787,147431.2792,1995-02-26,0
4433925,147422.038,1994-12-25,0
1874340,147413.1166,1995-02-10,0
2824320,147362.2356,1995-02-08,0
4853892,147348.296,1995-01-10,0
3075587,147324.8564,1995-02-13,0
570406,147310.17,1995-02-14,0
3953829,147276.8892,1995-01-19,0
2128390,147245.4998,1995-02-15,0
2931714,147181.6006,1994-12-28,0
3376322,147158.6091,1995-02-04,0
765893,147133.9434,1995-02-08,0
4292770,147062.443,1995-02-20,0
3566342,147062.175,1995-01-23,0
1048514,147055.292,1995-01-14,0
477025,147050.1734,1995-02-04,0
1050277,147008.0431,1995-01-27,0
3465670,146952.0094,1995-01-04,0
5406372,146934.6252,1995-02-24,0
5604002,146919.0998,1994-11-20,0
4011907,146903.0946,1995-02-23,0
3403814,146880.4932,1995-01-07,0
2061825,146846.4268,1995-01-20,0
3259489,146813.0941,1995-02-05,0
4546433,146812.0112,1995-02-22,0
2433859,146809.9638,1995-03-03,0
4076229,146782.0186,1994-12-18,0
926787,146740.008,1995-01-10,0
1438214,146733.1316,1995-02-03,0
1512966,146701.9665,1995-01-09,0
836710,146682.6696,1994-12-13,0
1633187,146667.8098,1995-01-10,0
2059142,146641.4932,1995-02-17,0
1040451,146615.745,1995-02-22,0
871173,146612.6696,1994-12-24,0
1948259,146594.718,1995-01-29,0
4291590,146586.808,1995-01-09,0
3239907,146547.5829,1995-01-24,0
3225382,146542.6848,1995-01-30,0
1365767,146527.2164,1995-03-02,0
1743425,146517.7125,1995-02-19,0
738340,146508.9385,1995-01-31,0
4972259,146488.4858,1995-01-02,0
2977959,146459.0077,1995-01-15,0
4620903,146409.755,1995-02-18,0
1312295,146333.8958,1995-01-03,0
2595329,146327.5356,1994-12-01,0
3775590,146323.3856,1994-12-24,0
3206630,146303.2044,1994-12-29,0
383874,146218.5943,1995-02-09,0
261699,146199.2318,1995-03-02,0
3117767,146147.654,1995-01-07,0
2645028,146145.8664,1995-02-21,0
2380769,146119.9735,1995-02-11,0
1020292,146117.5566,1995-01-16,0
1442503,146113.1064,1995-01-17,0
1689344,146103.4668,1994-12-20,0
1948423,145996.8148,1994-12-29,0
3289829,145985.8788,1995-01-08,0
4456838,145959.2645,1994-11-29,0
4075424,145903.3332,1995-01-01,0
4295875,145896.8996,1995-02-05,0
5324224,145858.0253,1995-02-19,0
3028097,145833.4627,1995-02-11,0
5574949,145824.3269,1995-02-20,0
1894147,145799.872,1995-01-10,0
4849189,145793.7398,1994-12-01,0
3998115,145787.6941,1995-01-17,0
4591207,145763.7811,1994-12-05,0
2685248,145723.0728,1995-01-27,0
5367142,145693.1976,1995-02-12,0
3152967,145670.1143,1995-01-14,0
425059,145669.5522,1995-01-11,0
1428261,145656.565,1995-01-05,0
5358823,145646.218,1995-01-01,0
5051840,145625.6249,1994-12-28,0
1716356,145625.5254,1995-01-06,0
799365,145570.7191,1995-01-02,0
5687521,145569.6544,1995-02-12,0
1462052,145521.1922,1995-01-14,0
3694915,145508.4406,1995-01-22,0
1122147,145459.5847,1995-02-05,0
4433955,145426.1238,1995-02-28,0
5516896,145378.1238,1995-02-28,0
2515617,145366.146,1995-01-22,0
5807104,145321.8908,1995-01-24,0
5991618,145319.3632,1995-02-04,0
3810208,145317.6528,1995-01-30,0
2043617,145294.2272,1995-01-27,0
5093312,145261.0724,1995-02-04,0
2849670,145259.481,1994-12-29,0
4209537,145258.6352,1995-02-07,0
1192229,145173.427,1995-01-16,0
4238885,145171.3216,1995-01-27,0
5024416,145151.6362,1994-12-25,0
2012199,145090.5949,1995-02-23,0
3663523,145069.4627,1995-01-13,0
3491203,145064.8472,1995-03-03,0
804035,144997.1976,1994-11-20,0
2289380,144994.1953,1995-01-28,0
1543687,144986.3348,1995-02-25,0
1797319,144959.6736,1994-12-19,0
5428962,144866.6535,1994-12-18,0
1042759,144861.8677,1995-01-09,0
2253350,144824.5157,1995-01-21,0
2775456,144823.7053,1995-02-10,0
4889765,144742.6018,1995-03-01,0
1822279,144728.346,1995-01-08,0
3333920,144692.2974,1995-02-09,0
3504389,144670.6996,1994-12-22,0
1246565,144659.5758,1995-02-07,0
603943,144652.5604,1994-12-10,0
3585510,144622.4636,1995-01-13,0
1090406,144622.3601,1995-02-01,0
3834339,144618.8728,1995-02-02,0
523618,144585.0348,1995-01-02,0
1041286,144574.5879,1995-03-03,0
5107744,144574.528,1994-12-04,0
4179780,144550.6331,1995-01-19,0
2855648,144548.3334,1995-01-29,0
1492995,144541.1386,1995-02-26,0
3361253,144532.755,1994-12-18,0
5150279,144447.2255,1994-11-28,0
3054337,144442.1357,1995-01-17,0
980869,144415.4446,1995-02-05,0
2764964,144415.22,1995-01-08,0
3967430,144370.0246,1994-11-27,0
5951111,144367.7987,1995-01-20,0
3865799,144331.8182,1994-12-14,0
3339328,144331.2266,1995-02-13,0
362183,144330.7158,1995-02-25,0
1207911,144330.1565,1995-01-20,0
2644998,144318.3096,1995-02-15,0
3166784,144299.5656,1995-01-28,0
2271205,144285.541,1995-03-01,0
3610916,144269.2683,1994-12-22,0
486917,144246.6638,1995-02-25,0
4877120,144212.8495,1995-01-30,0
1710790,144191.5564,1995-01-09,0
3945798,144184.719,1994-11-25,0
2471813,144180.8046,1994-12-22,0
5163554,144166.0731,1995-02-03,0
239554,144152.6004,1995-01-12,0
1653410,144144.7881,1995-02-13,0
4891937,144135.5759,1994-12-25,0
448672,144107.8702,1995-01-27,0
1209799,144084.0012,1995-01-11,0
1694723,144025.2053,1995-02-04,0
5025862,143983.9946,1995-01-29,0
186215,143958.7836,1995-02-13,0
2070243,143956.5081,1995-02-19,0
3224673,143935.5932,1995-01-09,0
4687717,143873.5067,1995-02-17,0
5993157,143820.7028,1995-02-16,0
4525056,143805.2779,1995-01-21,0
4783555,143786.6135,1994-12-11,0
5316229,143772.1488,1995-01-31,0
2966336,143742.3627,1995-01-20,0
5250563,143705.1349,1995-01-28,0
1342243,143682.943,1994-12-16,0
827459,143638.676,1995-01-13,0
4869507,143638.1237,1995-02-06,0
5108932,143609.8174,1994-12-26,0
3055111,143601.9132,1995-01-13,0
3155074,143592.578,1994-12-27,0
2761122,143525.4897,1995-02-14,0
955619,143502.8369,1995-01-04,0
49184,143498.577,1995-03-02,0
1898758,143437.005,1995-01-04,0
3372450,143404.8395,1995-01-24,0
1002081,143380.2982,1994-12-15,0
5088807,143337.7444,1995-02-09,0
1664869,143323.1375,1995-02-13,0
1476194,143273.634,1995-02-01,0
5224069,143258.6889,1995-01-25,0
5036544,143241.4623,1995-01-20,0
3246695,143195.6434,1995-02-21,0
2368993,143177.219,1995-03-01,0
3669734,143159.6592,1995-01-20,0
146626,143140.3928,1995-01-24,0
5414753,143119.5272,1995-01-20,0
1521283,143104.4066,1995-02-01,0
428421,143097.0584,1995-02-06,0
4726753,143086.7718,1995-02-04,0
5389350,143060.818,1995-02-13,0
1924807,143020.0856,1995-01-24,0
4669408,142990.733,1995-02-13,0
4529281,142922.323,1995-02-05,0
4821217,142919.6214,1995-02-26,0
1521378,142913.1709,1995-02-22,0
2678055,142866.9534,1995-02-23,0
3005892,142864.3516,1995-01-17,0
1487874,142740.8567,1995-02-28,0
4367747,142736.8624,1995-02-14,0
4017026,142730.0774,1995-03-03,0
2080898,142678.1204,1995-02-26,0
1195970,142661.1916,1995-01-20,0
102566,142656.2344,1995-02-24,0
692517,142613.292,1994-11-23,0
369700,142594.4592,1994-12-24,0
5836610,142573.6127,1995-02-22,0
5352417,142559.221,1995-01-30,0
5134595,142547.1582,1995-02-28,0
5807393,142540.7022,1995-02-13,0
5337539,142487.897,1995-02-25,0
4368832,142477.5854,1995-01-11,0
1956230,142472.5098,1995-01-03,0
547872,142425.0278,1994-12-29,0
3165888,142389.1344,1995-01-02,0
3211143,142342.9194,1994-11-16,0
3321895,142322.4928,1994-12-10,0
4720035,142317.5781,1995-02-04,0
1605602,142273.0969,1995-01-18,0
436613,142233.3317,1995-01-21,0
5654119,142220.7009,1995-01-20,0
3051879,142127.9888,1995-01-06,0
1243716,142072.2966,1994-12-23,0
1023714,142052.7864,1995-02-16,0
5557312,142035.4704,1995-02-26,0
4823713,142020.9712,1995-02-20,0
4756418,142008.3114,1995-01-09,0
4634689,141960.0058,1995-02-10,0
4115233,141954.6371,1994-12-10,0
3296103,141938.376,1995-01-22,0
885058,141917.8226,1995-02-06,0
1208451,141904.0304,1995-01-07,0
3187750,141833.5394,1995-01-29,0
1299170,141802.376,1995-03-01,0
101696,141757.048,1995-02-24,0
1034340,141747.5196,1994-12-23,0
5174598,141729.7122,1995-02-02,0
5140164,141716.146,1995-02-24,0
2127397,141693.7172,1995-03-03,0
1292258,141668.1158,1995-02-05,0
4755041,141655.278,1995-02-06,0
1375590,141649.9714,1995-02-21,0
747811,141629.6245,1994-12-20,0
5330821,141531.6902,1995-01-23,0
1560868,141525.6186,1995-01-24,0
2175269,141500.2564,1995-02-28,0
6564,141476.8706,1995-01-22,0
4509222,141451.291,1995-01-22,0
2641539,141411.2227,1994-12-24,0
2751553,141410.5314,1995-03-02,0
2853123,141377.8188,1995-01-16,0
4684007,141362.2764,1995-01-03,0
23936,141339.968,1994-12-18,0
4998816,141332.6582,1995-01-16,0
2353094,141315.0507,1995-01-04,0
5094754,141236.0552,1995-02-13,0
4466178,141222.3964,1995-01-10,0
5715332,141162.4478,1994-12-13,0
2399618,141136.772,1995-01-05,0
3973862,141038.1231,1994-12-31,0
3532736,140998.4834,1995-02-05,0
3788992,140979.3801,1995-02-10,0
3394055,140925.2368,1994-11-20,0
844294,140869.7544,1995-02-24,0
4143397,140869.386,1995-01-18,0
4694818,140796.5136,1995-01-21,0
273478,140735.0218,1995-01-09,0
2209957,140724.2323,1995-03-01,0
4407908,140699.8042,1995-02-08,0
3422181,140546.8396,1995-02-16,0
444291,140506.7286,1995-02-15,0
1586949,140495.0184,1995-02-15,0
5405088,140488.1662,1994-12-19,0
3469444,140450.4534,1994-11-28,0
3491201,140432.5202,1994-12-21,0
2417952,140391.6236,1995-01-02,0
3754052,140386.9816,1994-12-07,0
2199943,140382.0255,1995-02-16,0
611489,140354.914,1995-01-29,0
4738561,140352.6136,1995-02-09,0
3728163,140301.3736,1994-12-29,0
2862402,140294.2882,1994-12-05,0
4555975,140277.263,1995-02-28,0
409632,140273.8389,1995-01-26,0
1329415,140248.359,1995-02-06,0
1611552,140233.2335,1995-01-20,0
3671620,140196.5593,1995-01-19,0
3708608,140155.9825,1995-03-03,0
2715394,140119.7574,1994-12-22,0
398343,140111.1086,1995-02-04,0
2473218,140100.0918,1995-02-19,0
5015877,140089.3149,1995-01-12,0
3834341,140045.5766,1995-02-06,0
2719108,140027.6096,1995-01-29,0
1285313,140019.8252,1995-02-20,0
141697,140000.6595,1995-02-14,0
1141127,139944.9328,1994-12-17,0
4636166,139903.9338,1994-12-20,0
598627,139866.0431,1995-01-07,0
1501127,139838.8069,1995-01-05,0
1262660,139814.0176,1995-02-01,0
873699,139808.3076,1995-02-09,0
2331943,139769.757,1995-01-22,0
5395363,139716.1071,1995-01-22,0
3820257,139696.3524,1994-12-14,0
1544224,139643.5374,1995-01-26,0
3016836,139629.3492,1995-01-13,0
5233634,139627.1241,1994-12-23,0
4354787,139606.5928,1995-01-07,0
2386374,139578.4099,1995-02-17,0
3153632,139576.53,1995-01-23,0
4801346,139562.606,1995-02-20,0
3444256,139524.8762,1994-12-31,0
2344259,139488.2196,1995-02-26,0
3759396,139485.9221,1995-01-22,0
3838438,139466.7925,1995-02-20,0
3965698,139465.8104,1995-01-24,0
3337863,139459.9727,1994-12-10,0
5591172,139455.1987,1995-02-25,0
2460358,139453.3594,1995-02-16,0
3806336,139440.5314,1995-02-28,0
5205153,139363.5921,1995-02-02,0
5865797,139357.429,1995-02-10,0
630498,139353.0278,1994-11-23,0
340038,139327.5069,1994-12-28,0
4727264,139310.4417,1995-02-14,0
106529,139247.3136,1995-02-16,0
3358595,139240.7891,1995-01-17,0
2919683,139236.5132,1995-02-16,0
258177,139217.1423,1995-01-10,0
2005731,139170.8121,1995-02-20,0
2656673,139138.0442,1994-12-30,0
5828517,139137.8728,1995-02-06,0
1523556,139132.548,1994-12-24,0
5200519,139126.795,1994-12-05,0
538114,139112.4482,1994-12-25,0
5169669,139104.632,1994-12-11,0
3095365,139085.397,1994-12-25,0
3060866,139059.6858,1995-02-19,0
248258,139022.2605,1995-02-18,0
1223367,138965.0664,1995-02-22,0
1523781,138964.6427,1995-01-10,0
5865382,138964.0258,1995-02-23,0
2192292,138941.5099,1995-02-05,0
2396645,138916.4391,1995-02-13,0
4190017,138883.2801,1995-01-29,0
5089027,138835.9823,1995-02-11,0
2548870,138826.2616,1994-12-12,0
1831491,138808.674,1995-03-03,0
3553444,138800.5202,1995-02-22,0
507267,138767.3244,1995-02-24,0
1567139,138759.735,1994-12-07,0
4780482,138694.4515,1995-01-19,0
2905954,138666.6811,1995-02-09,0
5205348,138660.9936,1995-02-27,0
5086435,138556.2048,1994-12-22,0
3255201,138529.5216,1995-01-23,0
256226,138502.3027,1995-01-16,0
1028897,138446.8185,1995-01-09,0
3035361,138444.7877,1995-01-18,0
4348352,138405.2851,1995-02-05,0
4854535,138379.2948,1995-02-01,0
4911239,138307.7223,1995-02-26,0
1486182,138299.5726,1995-02-09,0
1604418,138289.3794,1995-01-02,0
247909,138264.7962,1995-01-14,0
932165,138263.9201,1994-11-15,0
338501,138206.0275,1995-01-10,0
5190436,138095.4172,1995-01-28,0
1863521,138085.3113,1995-01-26,0
1896551,138065.8168,1995-01-31,0
4283619,137984.5494,1994-12-15,0
4449571,137827.068,1995-01-06,0
3247298,137825.6932,1995-01-01,0
4349955,137785.5334,1995-01-15,0
3370694,137774.928,1995-01-09,0
5404932,137732.501,1995-01-17,0
1002404,137636.4448,1995-02-09,0
5536483,137622.6326,1995-01-28,0
1841570,137620.8096,1995-02-25,0
1727269,137617.64,1995-02-08,0
5438340,137604.2868,1995-01-23,0
3049089,137494.2912,1995-02-24,0
1611590,137490.9415,1994-12-14,0
2810693,137474.3624,1994-11-14,0
3631840,137472.543,1995-01-09,0
2955205,137469.3155,1994-12-22,0
1977954,137462.2552,1995-01-24,0
5109414,137457.6262,1995-02-11,0
3071968,137457.5216,1995-01-26,0
5850886,137453.4261,1994-12-25,0
562112,137440.4397,1995-02-08,0
4313925,137374.8784,1994-12-17,0
787558,137373.5745,1995-01-02,0
1720738,137334.4237,1995-01-05,0
757505,137263.7084,1995-02-11,0
5445766,137202.5992,1994-12-10,0
5945924,137201.5428,1995-03-03,0
5592517,137142.667,1995-01-11,0
880289,137118.129,1994-11-17,0
4863494,137093.8476,1995-02-03,0
3002663,137064.717,1995-01-07,0
2522272,137051.1205,1995-01-26,0
4167012,136996.6428,1995-02-28,0
5074752,136995.7086,1995-02-09,0
2875493,136991.2576,1995-01-06,0
5553857,136972.511,1995-02-18,0
3451489,136972.416,1994-12-09,0
1920645,136912.3168,1995-01-23,0
2710471,136911.47,1994-12-22,0
735425,136850.662,1995-02-12,0
947072,136842.6831,1995-01-16,0
5178663,136829.351,1995-01-19,0
5010369,136781.9102,1995-02-07,0
1904900,136763.136,1994-12-25,0
2397794,136727.2576,1994-12-09,0
2165029,136654.2038,1995-01-19,0
1544260,136635.42,1994-12-28,0
5670086,136572.4146,1994-12-19,0
5738752,136567.132,1995-02-22,0
1567777,136508.7234,1995-02-10,0
1450787,136501.9944,1995-01-05,0
5245095,136450.4867,1995-01-03,0
711140,136449.5576,1995-02-19,0
5628199,136445.9902,1995-02-23,0
1924644,136444.6278,1994-12-29,0
4650208,136441.6322,1995-01-31,0
4071520,136428.4066,1994-12-11,0
5557920,136422.0394,1995-02-10,0
818374,136386.7064,1995-02-09,0
5782210,136290.186,1995-01-22,0
2766752,136269.4617,1995-01-15,0
5450467,136240.9248,1994-12-31,0
1630882,136220.537,1994-12-09,0
660547,136191.121,1994-12-27,0
3619587,136187.6089,1995-01-26,0
3908262,136133.3022,1994-12-28,0
3698532,136110.4147,1995-02-02,0
4692608,136103.5897,1995-01-26,0
3152803,136078.164,1994-12-21,0
4854854,136076.326,1995-01-25,0
5612708,136074.2478,1995-02-14,0
5647622,136065.0366,1995-01-28,0
1636871,136043.4833,1994-12-23,0
5217121,136000.1444,1995-02-26,0
500773,135996.3,1994-12-22,0
4851201,135958.5718,1995-03-01,0
4113282,135911.7795,1995-02-10,0
2543105,135805.4772,1995-02-17,0
5686016,135781.0302,1995-01-29,0
5729798,135749.1,1995-02-23,0
1190147,135711.3154,1995-01-13,0
3220423,135671.508,1995-01-31,0
1338627,135667.3668,1995-01-06,0
1846848,135660.684,1995-01-13,0
1061251,135644.5036,1994-12-18,0
1171779,135605.5764,1995-02-17,0
2295425,135593.3856,1995-01-17,0
5562501,135576.7704,1995-01-10,0
2217408,135526.0522,1994-12-04,0
2121187,135505.9869,1995-02-07,0
315873,135496.4438,1995-02-23,0
4276131,135475.491,1995-02-02,0
4963493,135474.7504,1995-01-16,0
208451,135470.3971,1995-03-01,0
5462880,135456.541,1995-02-04,0
1017478,135456.283,1995-02-23,0
350850,135449.8696,1995-02-17,0
1290528,135432.056,1995-02-14,0
972768,135399.2516,1995-01-13,0
3019623,135391.009,1995-02-23,0
2788583,135384.1204,1995-01-24,0
2464003,135337.5929,1995-01-03,0
2803906,135326.51,1995-01-23,0
2841954,135314.5121,1995-03-02,0
3756576,135306.6962,1995-02-19,0
1187843,135280.9874,1995-02-02,0
599270,135231.7212,1995-01-26,0
1926853,135197.7883,1994-12-24,0
2676869,135148.6254,1995-01-23,0
205413,135096.9744,1995-01-13,0
1962818,135088.696,1995-02-26,0
694690,135056.0581,1995-02-06,0
5207971,134991.8092,1995-01-19,0
4919394,134989.4757,1995-01-09,0
1364197,134954.2726,1994-12-28,0
2486596,134932.102,1995-02-13,0
4667652,134924.4747,1995-01-31,0
2359269,134913.9391,1995-01-10,0
4357058,134872.4486,1994-12-15,0
5131298,134870.232,1995-01-20,0
2191712,134852.5249,1995-01-09,0
5392486,134844.6984,1995-02-04,0
3805857,134839.744,1995-01-13,0
1402209,134741.633,1995-03-03,0
1668295,134735.4546,1995-02-08,0
867718,134699.742,1994-11-23,0
162883,134688.2191,1995-02-17,0
3166982,134661.6416,1995-02-23,0
4405158,134654.1736,1994-12-14,0
458887,134653.2208,1995-01-02,0
4631906,134625.1836,1995-01-28,0
2957380,134617.9028,1995-01-20,0
4912001,134581.7702,1995-02-20,0
173126,134553.1909,1994-12-25,0
528675,134539.6836,1995-01-19,0
5172705,134493.1322,1995-01-14,0
4758597,134487.2337,1994-12-23,0
5413313,134450.1585,1995-02-05,0
33794,134415.3662,1995-02-23,0
1084804,134407.5627,1995-01-15,0
1083269,134388.7875,1995-02-06,0
1978880,134345.4249,1995-01-23,0
3834725,134331.3664,1995-02-14,0
1701223,134301.4248,1995-01-05,0
5657447,134286.2292,1995-01-25,0
992193,134206.8904,1995-01-29,0
3874500,134161.4672,1995-02-15,0
3375203,134149.9884,1994-12-16,0
5441159,134134.4791,1995-02-01,0
4047908,134069.1056,1995-02-08,0
4088676,134011.1342,1995-02-03,0
3545186,133999.7999,1995-01-26,0
5880865,133995.6331,1995-01-28,0
4563621,133994.9226,1994-12-23,0
5532326,133989.2736,1994-11-23,0
2666599,133897.304,1995-02-11,0
3295073,133877.7012,1995-02-24,0
5970082,133819.784,1995-01-23,0
4438980,133809.24,1995-01-26,0
5535523,133798.8064,1994-12-25,0
5228101,133776.3648,1995-01-03,0
5667428,133676.9844,1995-01-11,0
2566180,133670.5104,1995-02-09,0
5079303,133664.0758,1995-01-29,0
4874050,133637.9952,1995-02-15,0
5533989,133484.547,1994-12-16,0
2713698,133477.9458,1995-01-27,0
158214,133410.8868,1994-12-20,0
4730151,133399.926,1995-01-12,0
5634273,133386.2878,1995-02-06,0
5824197,133366.7026,1994-12-23,0
4974914,133358.9985,1995-01-01,0
5823206,133343.7628,1995-02-12,0
4290113,133274.8493,1995-02-09,0
1680131,133224.31,1994-12-19,0
3689504,133223.6514,1995-01-14,0
2159555,133221.0282,1995-01-31,0
4143494,133173.6276,1995-01-29,0
1091844,133166.6245,1995-01-06,0
5508673,133146.1338,1995-01-07,0
